Column1,Column2,Column3,Column4
随刻创作,photo,model.zip,E:\mobilesec\apps\photo\随刻创作\model.zip
腾讯会议,office,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\office\腾讯会议\acn_535_net1.opt.tnnmodel
全能扫描,system,quality_model_secret.bin,E:\mobilesec\apps\system\全能扫描\quality_model_secret.bin
草莓语音,communication,fdmodel.bin,E:\mobilesec\apps\communication\草莓语音\fdmodel.bin
叫了个车司机端,travel,integrity_model_secret.bin,E:\mobilesec\apps\travel\叫了个车司机端\integrity_model_secret.bin
安安用车司机端,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\安安用车司机端\1102_mbv2_p1_eye.opt.tnnmodel
易董,office,model_hv.bin,E:\mobilesec\apps\office\易董\model_hv.bin
一起秀直播,video,M_SenseME_Attribute_1.0.1.model,E:\mobilesec\apps\video\一起秀直播\M_SenseME_Attribute_1.0.1.model
小筑笔记,office,quality_model_secret.bin,E:\mobilesec\apps\office\小筑笔记\quality_model_secret.bin
看看卫健,health,model_2.bin,E:\mobilesec\apps\health\看看卫健\model_2.bin
深驾约车,travel,fdmodel.bin,E:\mobilesec\apps\travel\深驾约车\fdmodel.bin
到家啦,life,SenseID_Silent_Liveness.model,E:\mobilesec\apps\life\到家啦\SenseID_Silent_Liveness.model
扫描翻译,life,integrity_model_secret.bin,E:\mobilesec\apps\life\扫描翻译\integrity_model_secret.bin
钢构宝,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\钢构宝\integrity_model_secret.bin
百姓律师,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\百姓律师\acn_535_net1.opt.tnnmodel
陕西信合,finance,deepnet_model_char_base.bin,E:\mobilesec\apps\finance\陕西信合\deepnet_model_char_base.bin
必剪,photo,M_SenseME_Face_Video_Template_p_3.8.0.model,E:\mobilesec\apps\photo\必剪\M_SenseME_Face_Video_Template_p_3.8.0.model
真好运司机,video,SenseID_Motion_Liveness.model,E:\mobilesec\apps\video\真好运司机\SenseID_Motion_Liveness.model
掌通家园园丁,parenting,ms_face_v1.2.1.model,E:\mobilesec\apps\parenting\掌通家园园丁\ms_face_v1.2.1.model
雨燕直播,video,9.model,E:\mobilesec\apps\video\雨燕直播\9.model
搜狗输入法,system,e2e_model_v0.2.bin,E:\mobilesec\apps\system\搜狗输入法\e2e_model_v0.2.bin
大众出行约车司机端,travel,M_Align_occlusion.model,E:\mobilesec\apps\travel\大众出行约车司机端\M_Align_occlusion.model
佑安宝,exam,ldmodel.bin,E:\mobilesec\apps\exam\佑安宝\ldmodel.bin
牛股王股票,finance,integrity_model_secret.bin,E:\mobilesec\apps\finance\牛股王股票\integrity_model_secret.bin
慧黄山,life,KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model,E:\mobilesec\apps\life\慧黄山\KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model
泰安直销银行,finance,ThaiIDDirect.model,E:\mobilesec\apps\finance\泰安直销银行\ThaiIDDirect.model
劳得多,office,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\office\劳得多\M_Detect_Hunter_SmallFace.model
小红帽直播,video,6.model,E:\mobilesec\apps\video\小红帽直播\6.model
更美,health,tt_face_extra_v12.0.model,E:\mobilesec\apps\health\更美\tt_face_extra_v12.0.model
宜人优选,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\宜人优选\acn_535_net2.opt.tnnmodel
雨燕直播,video,6.model,E:\mobilesec\apps\video\雨燕直播\6.model
蜂鸟众包,life,ldmodel.bin,E:\mobilesec\apps\life\蜂鸟众包\ldmodel.bin
泛嘉行,life,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\life\泛嘉行\acn_535_net2.opt.tnnmodel
同花顺炒股票,finance,model_2_opt.param.bin,E:\mobilesec\apps\finance\同花顺炒股票\model_2_opt.param.bin
招联金融,shopping,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\shopping\招联金融\acn_535_net1.opt.tnnmodel
微盟商户助手,office,detect_model.bin,E:\mobilesec\apps\office\微盟商户助手\detect_model.bin
盒马,shopping,fdmodel.bin,E:\mobilesec\apps\shopping\盒马\fdmodel.bin
哈行信用卡,finance,keypt_detect_model_sdm_9pts.bin,E:\mobilesec\apps\finance\哈行信用卡\keypt_detect_model_sdm_9pts.bin
光大点金门,office,det2_half.caffemodel,E:\mobilesec\apps\office\光大点金门\det2_half.caffemodel
乌鲁木齐银行,finance,cardfront_model.zip,E:\mobilesec\apps\finance\乌鲁木齐银行\cardfront_model.zip
雨燕直播,video,1.model,E:\mobilesec\apps\video\雨燕直播\1.model
美逛,shopping,tt_face_extra_v10.0.model,E:\mobilesec\apps\shopping\美逛\tt_face_extra_v10.0.model
桥架弯头计算器,life,1011.model,E:\mobilesec\apps\life\桥架弯头计算器\1011.model
上学吧找答案,exam,quality_model_secret.bin,E:\mobilesec\apps\exam\上学吧找答案\quality_model_secret.bin
伴伴,communication,fdmodel.bin,E:\mobilesec\apps\communication\伴伴\fdmodel.bin
惠龙易通车主版,finance,integrity_model_secret.bin,E:\mobilesec\apps\finance\惠龙易通车主版\integrity_model_secret.bin
中邮证券,finance,IdDetModel.bin,E:\mobilesec\apps\finance\中邮证券\IdDetModel.bin
盘古智达,life,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\life\盘古智达\1105_mbv2_eye_ch3.opt.tnnmodel
一起学,parenting,face_model.zip,E:\mobilesec\apps\parenting\一起学\face_model.zip
倾刻直播,video,M_SenseAR_Segment_MouthOcclusion_FastV1_1.1.2.model,E:\mobilesec\apps\video\倾刻直播\M_SenseAR_Segment_MouthOcclusion_FastV1_1.1.2.model
Rolling_Beast,life,uphill_downhill_classifier_model.tflite,E:\mobilesec\apps\life\Rolling_Beast\uphill_downhill_classifier_model.tflite
绍兴银行,finance,M_Liveness_Antispoofing.model,E:\mobilesec\apps\finance\绍兴银行\M_Liveness_Antispoofing.model
爱唱,video,tt_c1_det_v2.0.model,E:\mobilesec\apps\video\爱唱\tt_c1_det_v2.0.model
榴莲视频,video,n_babypink.model,E:\mobilesec\apps\video\榴莲视频\n_babypink.model
手游语音,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\手游语音\acn_535_net1.opt.tnnmodel
花瓣直播,video,8.model,E:\mobilesec\apps\video\花瓣直播\8.model
MobIR,photo,best_face.opt.tnnmodel,E:\mobilesec\apps\photo\MobIR\best_face.opt.tnnmodel
苏宁金融,finance,M_Face_Blur_Quality.model,E:\mobilesec\apps\finance\苏宁金融\M_Face_Blur_Quality.model
地厚云图,life,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\life\地厚云图\acn_535_net2.opt.tnnmodel
face相机,photo,track_face_action1.0.0.model,E:\mobilesec\apps\photo\face相机\track_face_action1.0.0.model
爱唱,video,tt_face_beauty_v4.0.model,E:\mobilesec\apps\video\爱唱\tt_face_beauty_v4.0.model
找伙伴直播,video,tt_face_extra_v9.0.model,E:\mobilesec\apps\video\找伙伴直播\tt_face_extra_v9.0.model
邮储银行,finance,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\finance\邮储银行\1105_mbv2_eye_ch3.opt.tnnmodel
腾讯NOW直播,video,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\video\腾讯NOW直播\1105_mbv2_eye_ch3.opt.tnnmodel
九头鸟FM,video,M_Face_Quality_Assessment.model,E:\mobilesec\apps\video\九头鸟FM\M_Face_Quality_Assessment.model
通联钱包,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\通联钱包\M_Liveness_Cnn_half.model
流星直播,video,filter_exposure.model,E:\mobilesec\apps\video\流星直播\filter_exposure.model
合创联盟,office,SenseID_Motion_Liveness.model,E:\mobilesec\apps\office\合创联盟\SenseID_Motion_Liveness.model
红松极速版,exam,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\exam\红松极速版\1105_mbv2_eye_ch3.opt.tnnmodel
和行约车,travel,fdmodel.bin,E:\mobilesec\apps\travel\和行约车\fdmodel.bin
蒙商银行,finance,KM_Align_occlusion_106_1.19.6.model,E:\mobilesec\apps\finance\蒙商银行\KM_Align_occlusion_106_1.19.6.model
天仙直播,video,tt_face_beauty_v4.0.model,E:\mobilesec\apps\video\天仙直播\tt_face_beauty_v4.0.model
互啪互,office,ldmodel.bin,E:\mobilesec\apps\office\互啪互\ldmodel.bin
夜色直播,video,2.model,E:\mobilesec\apps\video\夜色直播\2.model
海易办,life,M_Align_occlusion.model,E:\mobilesec\apps\life\海易办\M_Align_occlusion.model
不就,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\不就\1102_mbv2_p1_eye.opt.tnnmodel
B612咔叽,photo,M_SenseME_Body_Contour_77_ppl3_1.3.0.model,E:\mobilesec\apps\photo\B612咔叽\M_SenseME_Body_Contour_77_ppl3_1.3.0.model
盒小圈,finance,M_Align_occlusion.model,E:\mobilesec\apps\finance\盒小圈\M_Align_occlusion.model
信银理财,finance,M_Liveness_Antispoofing.model,E:\mobilesec\apps\finance\信银理财\M_Liveness_Antispoofing.model
果蜜直播,video,猩红.model,E:\mobilesec\apps\video\果蜜直播\猩红.model
榴莲视频,video,b_tender.model,E:\mobilesec\apps\video\榴莲视频\b_tender.model
飞行卡,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\飞行卡\1102_mbv2_p1_eye.opt.tnnmodel
更美,health,tt_facegan_class_v4.0.model,E:\mobilesec\apps\health\更美\tt_facegan_class_v4.0.model
浦发信用卡,finance,KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model,E:\mobilesec\apps\finance\浦发信用卡\KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model
苏州银行,finance,deepnet_model_date.bin,E:\mobilesec\apps\finance\苏州银行\deepnet_model_date.bin
OK支付,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\OK支付\1102_mbv2_p1_eye.opt.tnnmodel
蔷薇出行司机端,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\蔷薇出行司机端\M_Detect_Hunter_SmallFace.model
脉脉,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\脉脉\1105_mbv2_eye_ch3.opt.tnnmodel
桔子出行司机端,travel,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\travel\桔子出行司机端\acn_535_net1.opt.tnnmodel
天津出租司机端,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\天津出租司机端\1105_mbv2_eye_ch3.opt.tnnmodel
心语,communication,elegant.model,E:\mobilesec\apps\communication\心语\elegant.model
360借条,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\360借条\acn_535_net1.opt.tnnmodel
我奥篮球,video,ldmodel.bin,E:\mobilesec\apps\video\我奥篮球\ldmodel.bin
新财富,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\新财富\acn_535_net2.opt.tnnmodel
苏宁易购,shopping,detect_model_xor.bin,E:\mobilesec\apps\shopping\苏宁易购\detect_model_xor.bin
中食云创,shopping,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\shopping\中食云创\acn_535_net2.opt.tnnmodel
星陌直播,video,filter_style_babypink.model,E:\mobilesec\apps\video\星陌直播\filter_style_babypink.model
桥架弯头计算器,life,1014.model,E:\mobilesec\apps\life\桥架弯头计算器\1014.model
红娘,communication,quality_model_secret.bin,E:\mobilesec\apps\communication\红娘\quality_model_secret.bin
奇遇世界,video,6.model,E:\mobilesec\apps\video\奇遇世界\6.model
北高峰,news,M_Liveness_Antispoofing.model,E:\mobilesec\apps\news\北高峰\M_Liveness_Antispoofing.model
天津出租司机端,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\天津出租司机端\M_Detect_Hunter_SmallFace.model
易上网,communication,live_face.model,E:\mobilesec\apps\communication\易上网\live_face.model
进门财经,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\进门财经\1102_mbv2_p1_eye.opt.tnnmodel
全民反诈,life,integrity_model_secret.bin,E:\mobilesec\apps\life\全民反诈\integrity_model_secret.bin
轻甜,communication,tt_face_attribute_tob_v7.0.model,E:\mobilesec\apps\communication\轻甜\tt_face_attribute_tob_v7.0.model
365接单宝,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\365接单宝\1105_mbv2_eye_ch3.opt.tnnmodel
鱼络圈,video,ti_face_tracker.model,E:\mobilesec\apps\video\鱼络圈\ti_face_tracker.model
闹巷,communication,hair.model,E:\mobilesec\apps\communication\闹巷\hair.model
慕课网,exam,fdmodel.bin,E:\mobilesec\apps\exam\慕课网\fdmodel.bin
一起秀直播,video,filter_style_ruby.model,E:\mobilesec\apps\video\一起秀直播\filter_style_ruby.model
易董,office,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\office\易董\1105_mbv2_eye_ch3.opt.tnnmodel
阳光出行车主端,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\阳光出行车主端\1105_mbv2_eye_ch3.opt.tnnmodel
美团打车司机,travel,routemap.xgb.model,E:\mobilesec\apps\travel\美团打车司机\routemap.xgb.model
ForU,communication,fdmodel.bin,E:\mobilesec\apps\communication\ForU\fdmodel.bin
聊心,communication,ldmodel.bin,E:\mobilesec\apps\communication\聊心\ldmodel.bin
微商工具箱,office,integrity_model_secret.bin,E:\mobilesec\apps\office\微商工具箱\integrity_model_secret.bin
鹏华A加钱,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\鹏华A加钱\acn_535_net1.opt.tnnmodel
洪恩爱运动,health,hands_500m_shape384x288.opt.tnnmodel,E:\mobilesec\apps\health\洪恩爱运动\hands_500m_shape384x288.opt.tnnmodel
华安智赢,finance,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\finance\华安智赢\1105_mbv2_eye_ch3.opt.tnnmodel
一起秀直播,video,filter_style_babypink.model,E:\mobilesec\apps\video\一起秀直播\filter_style_babypink.model
云闪付,finance,IdDetModel0325.bin,E:\mobilesec\apps\finance\云闪付\IdDetModel0325.bin
360周转灵,finance,faceidmodel.bin,E:\mobilesec\apps\finance\360周转灵\faceidmodel.bin
友缘,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\友缘\1105_mbv2_eye_ch3.opt.tnnmodel
乌鲁木齐银行,finance,model_bank.zip,E:\mobilesec\apps\finance\乌鲁木齐银行\model_bank.zip
亿联会议,office,model_vert.bin,E:\mobilesec\apps\office\亿联会议\model_vert.bin
赣服通,life,M_Align_occlusion.model,E:\mobilesec\apps\life\赣服通\M_Align_occlusion.model
草莓约,communication,3_filter_style_se_1.4.0.model,E:\mobilesec\apps\communication\草莓约\3_filter_style_se_1.4.0.model
微拍堂,shopping,GalleryMediaModel.tflite,E:\mobilesec\apps\shopping\微拍堂\GalleryMediaModel.tflite
羊小咩,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\羊小咩\1102_mbv2_p1_eye.opt.tnnmodel
我看直播,video,filter_cool.model,E:\mobilesec\apps\video\我看直播\filter_cool.model
央视新闻,news,fdmodel.bin,E:\mobilesec\apps\news\央视新闻\fdmodel.bin
国美,shopping,M_Align_occlusion.model,E:\mobilesec\apps\shopping\国美\M_Align_occlusion.model
知己交友,communication,fdmodel.bin,E:\mobilesec\apps\communication\知己交友\fdmodel.bin
信银理财,finance,M_Align_occlusion.model,E:\mobilesec\apps\finance\信银理财\M_Align_occlusion.model
天使医生,health,quality_model_secret.bin,E:\mobilesec\apps\health\天使医生\quality_model_secret.bin
开拍action,photo,M_SenseME_Face_Video_7.0.0.model,E:\mobilesec\apps\photo\开拍action\M_SenseME_Face_Video_7.0.0.model
红娘视频相亲,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\红娘视频相亲\acn_535_net2.opt.tnnmodel
奇妙直播,video,M_SenseME_Face_Extra_Advanced_6.0.13.model,E:\mobilesec\apps\video\奇妙直播\M_SenseME_Face_Extra_Advanced_6.0.13.model
雷利出行司机端,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\雷利出行司机端\1102_mbv2_p1_eye.opt.tnnmodel
倾刻直播,video,filter_style_innate_2.1.0.model,E:\mobilesec\apps\video\倾刻直播\filter_style_innate_2.1.0.model
轻图,photo,vision_cutout_1.0.0.model,E:\mobilesec\apps\photo\轻图\vision_cutout_1.0.0.model
如祺出行,travel,M_Align_occlusion.model,E:\mobilesec\apps\travel\如祺出行\M_Align_occlusion.model
陕西信合,finance,deepnet_model_num.bin,E:\mobilesec\apps\finance\陕西信合\deepnet_model_num.bin
榴莲π,life,quality_model_secret.bin,E:\mobilesec\apps\life\榴莲π\quality_model_secret.bin
苏宁金融,finance,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\finance\苏宁金融\M_Detect_Hunter_SmallFace.model
VIPKID英语,exam,M_SenseME_Avatar_Help_2.0.0.model,E:\mobilesec\apps\exam\VIPKID英语\M_SenseME_Avatar_Help_2.0.0.model
提词器,life,M_SenseME_Face_Extra_Advanced_6.0.8.model,E:\mobilesec\apps\life\提词器\M_SenseME_Face_Extra_Advanced_6.0.8.model
花颜直播,video,hair.model,E:\mobilesec\apps\video\花颜直播\hair.model
小米运动,health,offline_model.json.zip,E:\mobilesec\apps\health\小米运动\offline_model.json.zip
家庭端,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\家庭端\integrity_model_secret.bin
速递易共配,life,cls_model.nb,E:\mobilesec\apps\life\速递易共配\cls_model.nb
快钱钱包,finance,M_Align_occlusion.model,E:\mobilesec\apps\finance\快钱钱包\M_Align_occlusion.model
秀秀直播,video,warm.model,E:\mobilesec\apps\video\秀秀直播\warm.model
耳边恋人,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\耳边恋人\1105_mbv2_eye_ch3.opt.tnnmodel
美妆美颜相机,photo,TeethModel.bin,E:\mobilesec\apps\photo\美妆美颜相机\TeethModel.bin
安易出行司机,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\安易出行司机\1105_mbv2_eye_ch3.opt.tnnmodel
即商通管家,office,idcard_model.zip,E:\mobilesec\apps\office\即商通管家\idcard_model.zip
抱抱直播,communication,tt_hand_gesture_v11.1.model,E:\mobilesec\apps\communication\抱抱直播\tt_hand_gesture_v11.1.model
快钱刷,finance,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\finance\快钱刷\M_Detect_Hunter_SmallFace.model
企友,communication,model1.bin,E:\mobilesec\apps\communication\企友\model1.bin
创客贴设计,photo,fu_face_v3.model,E:\mobilesec\apps\photo\创客贴设计\fu_face_v3.model
甘农云,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\甘农云\integrity_model_secret.bin
移证通,system,ulsTracker.model,E:\mobilesec\apps\system\移证通\ulsTracker.model
快来新媒体,video,M_SenseME_CatFace_3.0.0.model,E:\mobilesec\apps\video\快来新媒体\M_SenseME_CatFace_3.0.0.model
无他相机,photo,M_SenseME_CatFace_p_3.2.0.1.model,E:\mobilesec\apps\photo\无他相机\M_SenseME_CatFace_p_3.2.0.1.model
企鹅体育,video,model_1_0.bin,E:\mobilesec\apps\video\企鹅体育\model_1_0.bin
天府科技云,shopping,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\shopping\天府科技云\keypt_track_model_sdm_9pts.bin
网易云音乐,video,fdmodel.bin,E:\mobilesec\apps\video\网易云音乐\fdmodel.bin
不就,communication,tt_face_v10.0.model,E:\mobilesec\apps\communication\不就\tt_face_v10.0.model
新中付,finance,bankcard_2.6.model,E:\mobilesec\apps\finance\新中付\bankcard_2.6.model
黑龙江全省事,office,idcard.model,E:\mobilesec\apps\office\黑龙江全省事\idcard.model
美探视频聊天,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\美探视频聊天\acn_535_net2.opt.tnnmodel
