Column1,Column2,Column3,Column4
提词器,life,ms_halfbodyseg_v1.0.6.model,E:\mobilesec\apps\life\提词器\ms_halfbodyseg_v1.0.6.model
爱唱,video,tt_lightcls_v1.0.model,E:\mobilesec\apps\video\爱唱\tt_lightcls_v1.0.model
如祺出行,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\如祺出行\acn_535_net2.opt.tnnmodel
一甜相机,photo,KSModelLandmark14.model,E:\mobilesec\apps\photo\一甜相机\KSModelLandmark14.model
拍歌音乐,video,hair.model,E:\mobilesec\apps\video\拍歌音乐\hair.model
车镇车源,shopping,quality_model_secret.bin,E:\mobilesec\apps\shopping\车镇车源\quality_model_secret.bin
飞马出行司机端,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\飞马出行司机端\M_Detect_Hunter_SmallFace.model
趣聊,parenting,l_cherry.model,E:\mobilesec\apps\parenting\趣聊\l_cherry.model
变蝶,video,filter_separate.model,E:\mobilesec\apps\video\变蝶\filter_separate.model
QQ音乐,video,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\video\QQ音乐\acn_535_net1.opt.tnnmodel
股吧,finance,KM_Headpose_106_ppl_2.3.0_half_compression_v2_origin.model,E:\mobilesec\apps\finance\股吧\KM_Headpose_106_ppl_2.3.0_half_compression_v2_origin.model
快来车,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\快来车\1105_mbv2_eye_ch3.opt.tnnmodel
蜜语泡泡交友,communication,ldmodel.bin,E:\mobilesec\apps\communication\蜜语泡泡交友\ldmodel.bin
快数,health,sk_model_object_detect_20220704.tflite,E:\mobilesec\apps\health\快数\sk_model_object_detect_20220704.tflite
MetYou遇见你,communication,fdmodel.bin,E:\mobilesec\apps\communication\MetYou遇见你\fdmodel.bin
小熊直播,video,filter_style_xuejie.model,E:\mobilesec\apps\video\小熊直播\filter_style_xuejie.model
Avmini,system,detect_model.bin,E:\mobilesec\apps\system\Avmini\detect_model.bin
船货通,news,quality_model_secret.bin,E:\mobilesec\apps\news\船货通\quality_model_secret.bin
熊猫听听,video,M_Face_Quality_Assessment.model,E:\mobilesec\apps\video\熊猫听听\M_Face_Quality_Assessment.model
招集令,finance,faceidmodel.bin,E:\mobilesec\apps\finance\招集令\faceidmodel.bin
小店邦,finance,M_Align_occlusion.model,E:\mobilesec\apps\finance\小店邦\M_Align_occlusion.model
随刻创作,photo,face_swap.tnnmodel,E:\mobilesec\apps\photo\随刻创作\face_swap.tnnmodel
天府手机银行,finance,KM_Align_occlusion_106_1.19.6.model,E:\mobilesec\apps\finance\天府手机银行\KM_Align_occlusion_106_1.19.6.model
星遇直播,video,tt_face_extra_v12.0.model,E:\mobilesec\apps\video\星遇直播\tt_face_extra_v12.0.model
抖音,photo,tt_beauty_attr6_v2.0.model,E:\mobilesec\apps\photo\抖音\tt_beauty_attr6_v2.0.model
中华云店,office,2012.model,E:\mobilesec\apps\office\中华云店\2012.model
小红帽直播,video,7.model,E:\mobilesec\apps\video\小红帽直播\7.model
喜欢听,video,M_Align_occlusion.model,E:\mobilesec\apps\video\喜欢听\M_Align_occlusion.model
MINI,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\MINI\1102_mbv2_p1_eye.opt.tnnmodel
创客贴设计,photo,tt_face_v6.0.model,E:\mobilesec\apps\photo\创客贴设计\tt_face_v6.0.model
B612咔叽,photo,ttslamparam.model,E:\mobilesec\apps\photo\B612咔叽\ttslamparam.model
还享花,finance,liveness.model,E:\mobilesec\apps\finance\还享花\liveness.model
运钢好司机,office,ldmodel.bin,E:\mobilesec\apps\office\运钢好司机\ldmodel.bin
阜新银行,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\阜新银行\1102_mbv2_p1_eye.opt.tnnmodel
还呗,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\还呗\acn_535_net2.opt.tnnmodel
网易云音乐,video,ldmodel.bin,E:\mobilesec\apps\video\网易云音乐\ldmodel.bin
铃语,video,5.model,E:\mobilesec\apps\video\铃语\5.model
泓华医生,health,quality_model_secret.bin,E:\mobilesec\apps\health\泓华医生\quality_model_secret.bin
流星直播,video,filter_distortion.model,E:\mobilesec\apps\video\流星直播\filter_distortion.model
小白学习打印,life,hed_lite_model_quantize.tflite,E:\mobilesec\apps\life\小白学习打印\hed_lite_model_quantize.tflite
变蝶,video,filter_emboss.model,E:\mobilesec\apps\video\变蝶\filter_emboss.model
N视频,news,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\news\N视频\1102_mbv2_p1_eye.opt.tnnmodel
曹操出行,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\曹操出行\1105_mbv2_eye_ch3.opt.tnnmodel
顺联动力,shopping,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\shopping\顺联动力\acn_535_net2.opt.tnnmodel
e海通财,finance,keypt_detect_model_sdm_9pts.bin,E:\mobilesec\apps\finance\e海通财\keypt_detect_model_sdm_9pts.bin
有播,shopping,tt_hand_seg_v1.0.model,E:\mobilesec\apps\shopping\有播\tt_hand_seg_v1.0.model
MAN共享摩托,travel,fdmodel.bin,E:\mobilesec\apps\travel\MAN共享摩托\fdmodel.bin
国科服务,office,live_eye_pose.model,E:\mobilesec\apps\office\国科服务\live_eye_pose.model
深驾约车,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\深驾约车\1102_mbv2_p1_eye.opt.tnnmodel
天府市民云,life,facepre_model.bin,E:\mobilesec\apps\life\天府市民云\facepre_model.bin
中国婚博会,shopping,tt_face_v10.0.model,E:\mobilesec\apps\shopping\中国婚博会\tt_face_v10.0.model
单多多助手,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\单多多助手\M_Detect_Hunter_SmallFace.model
护驾行车记录仪,travel,obj_cls_light.tnnmodel,E:\mobilesec\apps\travel\护驾行车记录仪\obj_cls_light.tnnmodel
心窝商家版,office,integrity_model_secret.bin,E:\mobilesec\apps\office\心窝商家版\integrity_model_secret.bin
宜人贷借款,finance,liveness.model,E:\mobilesec\apps\finance\宜人贷借款\liveness.model
天仙直播,video,tt_beauty_attr6_v1.0.model,E:\mobilesec\apps\video\天仙直播\tt_beauty_attr6_v1.0.model
老照片万能修复,photo,hed_lite_model_quantize.tflite,E:\mobilesec\apps\photo\老照片万能修复\hed_lite_model_quantize.tflite
鹰明司机端,travel,fdmodel.bin,E:\mobilesec\apps\travel\鹰明司机端\fdmodel.bin
C嗨,video,quality_model_secret.bin,E:\mobilesec\apps\video\C嗨\quality_model_secret.bin
登记注册身份验证,office,M_Face_Quality.model,E:\mobilesec\apps\office\登记注册身份验证\M_Face_Quality.model
全民反诈,life,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\life\全民反诈\M_Detect_Hunter_SmallFace.model
慧黄山,life,KM_eyestate_ppl_3.6.1_half_compression_v2_origin.model,E:\mobilesec\apps\life\慧黄山\KM_eyestate_ppl_3.6.1_half_compression_v2_origin.model
嘀嗒出租司机,travel,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\travel\嘀嗒出租司机\acn_535_net1.opt.tnnmodel
企鹅体育,video,model_2_0.bin,E:\mobilesec\apps\video\企鹅体育\model_2_0.bin
宝石直播,video,5.model,E:\mobilesec\apps\video\宝石直播\5.model
爽爽bank,finance,model_plane_charnchar.bin,E:\mobilesec\apps\finance\爽爽bank\model_plane_charnchar.bin
文字识别,office,hed_lite_model_quantize.tflite,E:\mobilesec\apps\office\文字识别\hed_lite_model_quantize.tflite
陕西信合,finance,model_emboss.bin,E:\mobilesec\apps\finance\陕西信合\model_emboss.bin
融360,finance,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\finance\融360\M_Detect_Hunter_SmallFace.model
聚美,shopping,track_2.1.1.model,E:\mobilesec\apps\shopping\聚美\track_2.1.1.model
文字转语音,system,quality_model_secret.bin,E:\mobilesec\apps\system\文字转语音\quality_model_secret.bin
小美帮帮,shopping,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\shopping\小美帮帮\acn_535_net1.opt.tnnmodel
招钱进宝APP,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\招钱进宝APP\1102_mbv2_p1_eye.opt.tnnmodel
智慧体育,exam,ai_coach_bat_ball_model.bin,E:\mobilesec\apps\exam\智慧体育\ai_coach_bat_ball_model.bin
微商团长,office,live_eye_pose.model,E:\mobilesec\apps\office\微商团长\live_eye_pose.model
春雨直播,video,1.model,E:\mobilesec\apps\video\春雨直播\1.model
护驾行车记录仪,travel,obj_det.tnnmodel,E:\mobilesec\apps\travel\护驾行车记录仪\obj_det.tnnmodel
洋果免费证件照,photo,quality_model_secret.bin,E:\mobilesec\apps\photo\洋果免费证件照\quality_model_secret.bin
小荷健康,health,tt_face_v10.1.model,E:\mobilesec\apps\health\小荷健康\tt_face_v10.1.model
搜狗输入法,system,sg_hp_model_v200525.bin,E:\mobilesec\apps\system\搜狗输入法\sg_hp_model_v200525.bin
保险师,finance,model_id.zip,E:\mobilesec\apps\finance\保险师\model_id.zip
VIPKID英语,exam,M_SenseME_CatFace_2.0.0.model,E:\mobilesec\apps\exam\VIPKID英语\M_SenseME_CatFace_2.0.0.model
微拍堂,shopping,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\shopping\微拍堂\1102_mbv2_p1_eye.opt.tnnmodel
榕树贷款,finance,M_Face_Quality_Assessment.model,E:\mobilesec\apps\finance\榕树贷款\M_Face_Quality_Assessment.model
呼我司机市内版,travel,M_Face_Quality_Assessment.model,E:\mobilesec\apps\travel\呼我司机市内版\M_Face_Quality_Assessment.model
海星直播交友,video,filter_style_cloudy.model,E:\mobilesec\apps\video\海星直播交友\filter_style_cloudy.model
威马智行,travel,detect_model.bin,E:\mobilesec\apps\travel\威马智行\detect_model.bin
英语翻译,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\英语翻译\integrity_model_secret.bin
车趣,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\车趣\1105_mbv2_eye_ch3.opt.tnnmodel
最最日语,exam,5000-colorv4.2-fifty-104x2-p96x96-cdraw_model.tflite,E:\mobilesec\apps\exam\最最日语\5000-colorv4.2-fifty-104x2-p96x96-cdraw_model.tflite
旅程司机,travel,ldmodel.bin,E:\mobilesec\apps\travel\旅程司机\ldmodel.bin
小店邦,finance,liveness.model,E:\mobilesec\apps\finance\小店邦\liveness.model
四川人社,life,facepre_model.bin,E:\mobilesec\apps\life\四川人社\facepre_model.bin
速递易共配,life,ori_model_new.nb,E:\mobilesec\apps\life\速递易共配\ori_model_new.nb
安安用车司机端,travel,M_Align_occlusion.model,E:\mobilesec\apps\travel\安安用车司机端\M_Align_occlusion.model
迎客,travel,integrity_model_secret.bin,E:\mobilesec\apps\travel\迎客\integrity_model_secret.bin
铃语,video,9.model,E:\mobilesec\apps\video\铃语\9.model
Blued,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\Blued\acn_535_net2.opt.tnnmodel
皖事通,communication,KM_RGB_Liveness_General_Full_FP16_7.1.28_half_compression_v2_origin.model,E:\mobilesec\apps\communication\皖事通\KM_RGB_Liveness_General_Full_FP16_7.1.28_half_compression_v2_origin.model
浦发信用卡,finance,SenseID_Ocr_Idcard.model,E:\mobilesec\apps\finance\浦发信用卡\SenseID_Ocr_Idcard.model
优e出租司机,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\优e出租司机\M_Detect_Hunter_SmallFace.model
好心情医生版,health,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\health\好心情医生版\1102_mbv2_p1_eye.opt.tnnmodel
繁星直播,video,M_SenseME_Face_Video_5.3.4.model,E:\mobilesec\apps\video\繁星直播\M_SenseME_Face_Video_5.3.4.model
汉字拼音转换,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\汉字拼音转换\integrity_model_secret.bin
世纪云服务,health,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\health\世纪云服务\1102_mbv2_p1_eye.opt.tnnmodel
奇遇助手,video,3.model,E:\mobilesec\apps\video\奇遇助手\3.model
声吧语音聊天交友,communication,ldmodel.bin,E:\mobilesec\apps\communication\声吧语音聊天交友\ldmodel.bin
酷秀短视频,video,faceidmodel.bin,E:\mobilesec\apps\video\酷秀短视频\faceidmodel.bin
飞常准,travel,KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model,E:\mobilesec\apps\travel\飞常准\KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model
红杏视频,video,M_SenseME_Face_Extra_5.23.4.model,E:\mobilesec\apps\video\红杏视频\M_SenseME_Face_Extra_5.23.4.model
她伴,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\她伴\acn_535_net1.opt.tnnmodel
小狐狸直播,video,9.model,E:\mobilesec\apps\video\小狐狸直播\9.model
大众出行约车司机端,travel,M_Liveness_Cnn_half.model,E:\mobilesec\apps\travel\大众出行约车司机端\M_Liveness_Cnn_half.model
民生信用卡,finance,1001.model,E:\mobilesec\apps\finance\民生信用卡\1001.model
中银消费金融,finance,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\finance\中银消费金融\keypt_track_model_sdm_9pts.bin
51信用卡管家,finance,oliveapp_face_model.zip,E:\mobilesec\apps\finance\51信用卡管家\oliveapp_face_model.zip
小熊直播,video,filter_style_bellflower.model,E:\mobilesec\apps\video\小熊直播\filter_style_bellflower.model
粤商通,office,Wa_Liveness_Antispoofing.model,E:\mobilesec\apps\office\粤商通\Wa_Liveness_Antispoofing.model
淘色秀场,video,tt_hand_det_v10.0.model,E:\mobilesec\apps\video\淘色秀场\tt_hand_det_v10.0.model
深易客,communication,model.nb,E:\mobilesec\apps\communication\深易客\model.nb
中信建投期货,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\中信建投期货\acn_535_net1.opt.tnnmodel
微软必应,life,en-in.flight_1.0.92.model,E:\mobilesec\apps\life\微软必应\en-in.flight_1.0.92.model
秀秀直播,video,M_SenseME_Face_Extra_Advanced_6.0.11.model,E:\mobilesec\apps\video\秀秀直播\M_SenseME_Face_Extra_Advanced_6.0.11.model
华鑫证券鑫e代,finance,DocDetectV15.tnnmodel,E:\mobilesec\apps\finance\华鑫证券鑫e代\DocDetectV15.tnnmodel
私募排排网,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\私募排排网\1102_mbv2_p1_eye.opt.tnnmodel
WEMALL,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\WEMALL\integrity_model_secret.bin
达达快送,shopping,jdcard-model.bin,E:\mobilesec\apps\shopping\达达快送\jdcard-model.bin
微软必应,life,en-in.offer_1.0.94.model,E:\mobilesec\apps\life\微软必应\en-in.offer_1.0.94.model
蜜汁直播,video,10.model,E:\mobilesec\apps\video\蜜汁直播\10.model
飞贷,finance,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\finance\飞贷\1102_mbv2_p1_eye.opt.tnnmodel
映客直播,video,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\video\映客直播\acn_535_net1.opt.tnnmodel
扫描Pro,photo,hed_lite_model_quantize.tflite,E:\mobilesec\apps\photo\扫描Pro\hed_lite_model_quantize.tflite
眯宝贝,exam,face_1.0.model,E:\mobilesec\apps\exam\眯宝贝\face_1.0.model
短线王,finance,M_Align_occlusion_106_1.19.6_pplwp_half_compression_v2_origin.model,E:\mobilesec\apps\finance\短线王\M_Align_occlusion_106_1.19.6_pplwp_half_compression_v2_origin.model
北斗导航,travel,quality_model_secret.bin,E:\mobilesec\apps\travel\北斗导航\quality_model_secret.bin
U客直谈,office,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\office\U客直谈\1102_mbv2_p1_eye.opt.tnnmodel
微商团长,office,live_face.model,E:\mobilesec\apps\office\微商团长\live_face.model
嗨秀秀场,video,tt_face_beauty_v4.0.model,E:\mobilesec\apps\video\嗨秀秀场\tt_face_beauty_v4.0.model
心动直播,video,8.model,E:\mobilesec\apps\video\心动直播\8.model
贵州公安,life,KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model,E:\mobilesec\apps\life\贵州公安\KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model
狮桥二手车,life,quality_model_secret.bin,E:\mobilesec\apps\life\狮桥二手车\quality_model_secret.bin
修图去水印,photo,model_people.tflite,E:\mobilesec\apps\photo\修图去水印\model_people.tflite
雷利出行司机端,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\雷利出行司机端\acn_535_net2.opt.tnnmodel
车趣,communication,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\communication\车趣\acn_535_net2.opt.tnnmodel
爱安吉,news,SenseID_Ocr_Bankcard.model,E:\mobilesec\apps\news\爱安吉\SenseID_Ocr_Bankcard.model
果蜜直播,video,原始.model,E:\mobilesec\apps\video\果蜜直播\原始.model
趣直播,video,model-all.zip,E:\mobilesec\apps\video\趣直播\model-all.zip
蜜趣交友,communication,ldmodel.bin,E:\mobilesec\apps\communication\蜜趣交友\ldmodel.bin
手机计算器,office,integrity_model_secret.bin,E:\mobilesec\apps\office\手机计算器\integrity_model_secret.bin
宁聚,news,model.zip,E:\mobilesec\apps\news\宁聚\model.zip
蜗米商城,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\蜗米商城\integrity_model_secret.bin
一直播,video,M_SenseME_Face_Video_5.3.3.model,E:\mobilesec\apps\video\一直播\M_SenseME_Face_Video_5.3.3.model
北肿云病历,health,fdmodel.bin,E:\mobilesec\apps\health\北肿云病历\fdmodel.bin
同城恋爱,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\同城恋爱\acn_535_net1.opt.tnnmodel
桥架弯头计算器,life,17.model,E:\mobilesec\apps\life\桥架弯头计算器\17.model
PP视频,video,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\video\PP视频\M_Detect_Hunter_SmallFace.model
桔子买单,shopping,M_Align_occlusion.model,E:\mobilesec\apps\shopping\桔子买单\M_Align_occlusion.model
还享花,finance,faceidmodel.bin,E:\mobilesec\apps\finance\还享花\faceidmodel.bin
交易猫,shopping,fdmodel.bin,E:\mobilesec\apps\shopping\交易猫\fdmodel.bin
格林,travel,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\travel\格林\acn_535_net1.opt.tnnmodel
照片恢复大师,photo,hed_lite_model_quantize.tflite,E:\mobilesec\apps\photo\照片恢复大师\hed_lite_model_quantize.tflite
杏花直播,video,9.model,E:\mobilesec\apps\video\杏花直播\9.model
上海人社,life,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\life\上海人社\1105_mbv2_eye_ch3.opt.tnnmodel
同花顺iFinD,finance,model_2_opt.param.bin,E:\mobilesec\apps\finance\同花顺iFinD\model_2_opt.param.bin
猿编程,exam,tt_hand_box_reg_v11.0.model,E:\mobilesec\apps\exam\猿编程\tt_hand_box_reg_v11.0.model
国科服务,office,quality_model_secret.bin,E:\mobilesec\apps\office\国科服务\quality_model_secret.bin
齐齐直播,video,filter_style_icecream.model,E:\mobilesec\apps\video\齐齐直播\filter_style_icecream.model
优e出租司机,travel,ldmodel.bin,E:\mobilesec\apps\travel\优e出租司机\ldmodel.bin
雨燕直播,video,5.model,E:\mobilesec\apps\video\雨燕直播\5.model
映客直播,video,tt_face_attribute_age_v1.1.model,E:\mobilesec\apps\video\映客直播\tt_face_attribute_age_v1.1.model
有播,shopping,tt_hand_box_reg_v10.0.model,E:\mobilesec\apps\shopping\有播\tt_hand_box_reg_v10.0.model
妖女直播,video,filter_style_babypink.model,E:\mobilesec\apps\video\妖女直播\filter_style_babypink.model
爽爽bank,finance,model_cardDet20190401.bin,E:\mobilesec\apps\finance\爽爽bank\model_cardDet20190401.bin
拍照识字,office,quality_model_secret.bin,E:\mobilesec\apps\office\拍照识字\quality_model_secret.bin
药未来,video,quality_model_secret.bin,E:\mobilesec\apps\video\药未来\quality_model_secret.bin
新氧医美,health,tt_face_extra_v11.0.model,E:\mobilesec\apps\health\新氧医美\tt_face_extra_v11.0.model
卡乐宝,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\卡乐宝\acn_535_net2.opt.tnnmodel
百合直播,video,7.model,E:\mobilesec\apps\video\百合直播\7.model
拉卡拉商户通,finance,oliveapp_face_model.zip,E:\mobilesec\apps\finance\拉卡拉商户通\oliveapp_face_model.zip
杏花直播,video,10.model,E:\mobilesec\apps\video\杏花直播\10.model
车运通,travel,quality_model_secret.bin,E:\mobilesec\apps\travel\车运通\quality_model_secret.bin
荆州公交,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\荆州公交\M_Detect_Hunter_SmallFace.model
浙江检察,health,fdmodel.bin,E:\mobilesec\apps\health\浙江检察\fdmodel.bin
天府手机银行,finance,KM_August_Face_Gray_PPL_2.6.3_half_compression_v2_origin.model,E:\mobilesec\apps\finance\天府手机银行\KM_August_Face_Gray_PPL_2.6.3_half_compression_v2_origin.model
91视频,video,9.model,E:\mobilesec\apps\video\91视频\9.model
爽爽bank,finance,date_detect_model_1205.bin,E:\mobilesec\apps\finance\爽爽bank\date_detect_model_1205.bin
易达出行司机,travel,M_Face_Quality_Assessment.model,E:\mobilesec\apps\travel\易达出行司机\M_Face_Quality_Assessment.model
名片扫描全能王,system,quality_model_secret.bin,E:\mobilesec\apps\system\名片扫描全能王\quality_model_secret.bin
数企,office,sdm_model.bin,E:\mobilesec\apps\office\数企\sdm_model.bin
樱花直播,video,9.model,E:\mobilesec\apps\video\樱花直播\9.model
好童声,video,filter_style_brennan_1.4.0.model,E:\mobilesec\apps\video\好童声\filter_style_brennan_1.4.0.model
草莓约,communication,M_Segment_DBL_Face_Head_1.0.6.model,E:\mobilesec\apps\communication\草莓约\M_Segment_DBL_Face_Head_1.0.6.model
CCMTV临床频道,health,ldmodel.bin,E:\mobilesec\apps\health\CCMTV临床频道\ldmodel.bin
华安智赢,finance,KM_RGB_Liveness_General_Full_FP16_7.1.28_half_compression_v2_origin.model,E:\mobilesec\apps\finance\华安智赢\KM_RGB_Liveness_General_Full_FP16_7.1.28_half_compression_v2_origin.model
爽爽bank,finance,deepnet_model_char_1909_quant.bin,E:\mobilesec\apps\finance\爽爽bank\deepnet_model_char_1909_quant.bin
J刻出行司机端,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\J刻出行司机端\M_Detect_Hunter_SmallFace.model
慧黄山,life,KM_Align_occlusion_106_1.19.6.model,E:\mobilesec\apps\life\慧黄山\KM_Align_occlusion_106_1.19.6.model
杏花直播,video,7.model,E:\mobilesec\apps\video\杏花直播\7.model
大众出行约车司机端,travel,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\travel\大众出行约车司机端\1105_mbv2_eye_ch3.opt.tnnmodel
巨沙直播,video,ldmodel.bin,E:\mobilesec\apps\video\巨沙直播\ldmodel.bin
美人鱼直播,video,tt_hand_seg_v2.0.model,E:\mobilesec\apps\video\美人鱼直播\tt_hand_seg_v2.0.model
爽爽bank,finance,IdDetModel_auxi.bin,E:\mobilesec\apps\finance\爽爽bank\IdDetModel_auxi.bin
方正证券小方,finance,IdDetModel_auxi.bin,E:\mobilesec\apps\finance\方正证券小方\IdDetModel_auxi.bin
橘子直播,communication,7.model,E:\mobilesec\apps\communication\橘子直播\7.model
创客贴设计,photo,tt_face.model,E:\mobilesec\apps\photo\创客贴设计\tt_face.model
违章查询,travel,integrity_model_secret.bin,E:\mobilesec\apps\travel\违章查询\integrity_model_secret.bin
风韵出行司机,travel,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\travel\风韵出行司机\acn_535_net2.opt.tnnmodel
亚食优品,shopping,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\shopping\亚食优品\keypt_track_model_sdm_9pts.bin
华医通,health,KM_eyestate_ppl_3.6.1_half_compression_v2_origin.model,E:\mobilesec\apps\health\华医通\KM_eyestate_ppl_3.6.1_half_compression_v2_origin.model
财达财日昇,finance,det2_half.caffemodel,E:\mobilesec\apps\finance\财达财日昇\det2_half.caffemodel
易卡运,travel,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\travel\易卡运\acn_535_net1.opt.tnnmodel
旅程司机,travel,fdmodel.bin,E:\mobilesec\apps\travel\旅程司机\fdmodel.bin
PP视频,video,M_Face_Quality_Assessment.model,E:\mobilesec\apps\video\PP视频\M_Face_Quality_Assessment.model
蜜聊直播,video,tt_face_attribute_extra_v2.0.model,E:\mobilesec\apps\video\蜜聊直播\tt_face_attribute_extra_v2.0.model
趣聊,parenting,o_star.model,E:\mobilesec\apps\parenting\趣聊\o_star.model
提词大师,photo,fu_face_v3.model,E:\mobilesec\apps\photo\提词大师\fu_face_v3.model
不就,communication,tt_beauty_attr6_v2.0.model,E:\mobilesec\apps\communication\不就\tt_beauty_attr6_v2.0.model
宁盾令牌,system,detect.caffemodel,E:\mobilesec\apps\system\宁盾令牌\detect.caffemodel
钱大掌柜,finance,IM_RGB_Liveness_General_Full_FP16_7.1.28_pplwp_half_compression_v2_origin.model,E:\mobilesec\apps\finance\钱大掌柜\IM_RGB_Liveness_General_Full_FP16_7.1.28_pplwp_half_compression_v2_origin.model
美胸汇,health,integrity_model_secret.bin,E:\mobilesec\apps\health\美胸汇\integrity_model_secret.bin
飞贷,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\飞贷\acn_535_net1.opt.tnnmodel
变蝶,video,filter_cool.model,E:\mobilesec\apps\video\变蝶\filter_cool.model
冲鸭,communication,ldmodel.bin,E:\mobilesec\apps\communication\冲鸭\ldmodel.bin
孕橙,health,hed_card_model_1893.tflite,E:\mobilesec\apps\health\孕橙\hed_card_model_1893.tflite
Blued极速版,communication,filter_style_babypink_1.5.0_v1.model,E:\mobilesec\apps\communication\Blued极速版\filter_style_babypink_1.5.0_v1.model
钱宝5号助手,finance,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\finance\钱宝5号助手\acn_535_net2.opt.tnnmodel
翼课学生,exam,model.bin,E:\mobilesec\apps\exam\翼课学生\model.bin
医为,health,quality_model_secret.bin,E:\mobilesec\apps\health\医为\quality_model_secret.bin
北京工商登记,office,idcard_model.zip,E:\mobilesec\apps\office\北京工商登记\idcard_model.zip
VV,video,M_SenseME_Segment_Head_1.0.3.model,E:\mobilesec\apps\video\VV\M_SenseME_Segment_Head_1.0.3.model
快数,health,sk_model_sitUp_77_20210721.tflite,E:\mobilesec\apps\health\快数\sk_model_sitUp_77_20210721.tflite
天风高财生,finance,KM_eyestate_ppl_3.6.1_half_compression_v2_origin.model,E:\mobilesec\apps\finance\天风高财生\KM_eyestate_ppl_3.6.1_half_compression_v2_origin.model
VIPKID英语,exam,M_SenseME_Segment_4.10.8.model,E:\mobilesec\apps\exam\VIPKID英语\M_SenseME_Segment_4.10.8.model
誉实集,office,integrity_model_secret.bin,E:\mobilesec\apps\office\誉实集\integrity_model_secret.bin
六岛,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\六岛\1105_mbv2_eye_ch3.opt.tnnmodel
果蜜直播,video,M_SenseME_Segment_Head_1.0.3.model,E:\mobilesec\apps\video\果蜜直播\M_SenseME_Segment_Head_1.0.3.model
海易办,life,M_Face_Quality.model,E:\mobilesec\apps\life\海易办\M_Face_Quality.model
